url_path,views_total,views_unique
/bandframework/rose,6,3
/bandframework/rose/blob/github-repo-stats/bandframework/rose/latest-report/report.pdf,4,4
/bandframework/rose/actions/runs/14604018048,2,1
/bandframework/rose/actions/runs/14604018048/job/40968765152,2,1
/bandframework/rose/actions/workflows/python-package.yml,2,1
/bandframework/rose/tree/main,2,1
/bandframework/rose/tree/main/docs,2,1
/bandframework/rose/tree/main/docs/tutorials,2,1
/bandframework/rose/blob/main/docs/tutorials/ROSE_tutorial_0_quickstart.ipynb,1,1
/bandframework/rose/blob/main/docs/tutorials/ROSE_tutorial_1_building_an_emulator.ipynb,1,1
